token_id	region	spectral_trajectory_valid	cpps_trajectory_valid	cpps_left_phone_margin_samples	cpps_right_phone_margin_samples	cpps_failure_reason
LA_E_7607797_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0002	Interior_A	True	True	80.00000000000185	79.99999999999885	
LA_E_7607797_0002	Interior_B	True	True	799.9999999999972	800.0000000000013	
LA_E_7607797_0004	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0004	Interior_A	True	False	-3.552713678800501e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0004	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0011	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0011	Interior_A	True	False	-3.552713678800501e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0011	Interior_B	True	False	-80.0000000000054	-79.99999999999064	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0012	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0012	Interior_A	True	False	-79.9999999999983	-80.00000000000485	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0012	Interior_B	True	True	399.9999999999986	399.99999999999915	
LA_E_7607797_0016	Boundary	True	True			
LA_E_7607797_0016	Interior_A	True	True	399.9999999999915	400.00000000000625	
LA_E_7607797_0016	Interior_B	True	True	319.9999999999932	320.00000000000796	
LA_E_7607797_0018	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0018	Interior_A	True	False	-79.9999999999983	-80.00000000000485	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0018	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_E_7607797_0019	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0019	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_E_7607797_0019	Interior_B	True	False	-79.9999999999983	-80.00000000000485	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0020	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0020	Interior_A	True	False	-79.9999999999983	-80.00000000000485	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0020	Interior_B	True	True	240.000000000002	240.00000000000256	
LA_E_7607797_0021	Boundary	True	True			
LA_E_7607797_0021	Interior_A	True	True	240.000000000002	239.99999999999545	
LA_E_7607797_0021	Interior_B	True	True	320.0000000000003	320.00000000000085	
LA_E_7607797_0022	Boundary	True	True			
LA_E_7607797_0022	Interior_A	True	True	319.9999999999932	320.00000000000085	
LA_E_7607797_0022	Interior_B	True	True	79.9999999999983	80.00000000000595	
LA_E_7607797_0024	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0024	Interior_A	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_7607797_0024	Interior_B	True	True	399.9999999999986	399.99999999999915	
LA_E_7607797_0025	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0025	Interior_A	True	True	399.9999999999986	399.99999999999915	
LA_E_7607797_0025	Interior_B	True	True	479.9999999999969	480.00000000000455	
LA_E_7607797_0026	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7607797_0026	Interior_A	True	True	479.9999999999969	480.00000000000455	
LA_E_7607797_0026	Interior_B	True	True	1199.9999999999957	1200.0000000000032	
LA_E_7609664_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_7609664_0002	Interior_A	True	False	-159.99999999999991	-160.00000000000003	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
