token_id	region	spectral_trajectory_valid	cpps_trajectory_valid	cpps_left_phone_margin_samples	cpps_right_phone_margin_samples	cpps_failure_reason
LA_T_8507928_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8507928_0002	Interior_A	True	True	719.9999999999989	720.0000000000013	
LA_T_8507928_0002	Interior_B	True	True	879.999999999999	880.0000000000014	
LA_T_8507928_0007	Boundary	True	True			
LA_T_8507928_0007	Interior_A	True	True	399.999999999995	400.0000000000027	
LA_T_8507928_0007	Interior_B	True	True	79.9999999999983	80.0000000000024	
LA_T_8507928_0008	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8507928_0008	Interior_A	True	True	80.00000000000185	79.99999999999885	
LA_T_8507928_0008	Interior_B	True	True	799.9999999999972	800.0000000000048	
LA_T_8507928_0011	Boundary	True	True			
LA_T_8507928_0011	Interior_A	True	True	1599.999999999998	1600.0000000000018	
LA_T_8507928_0011	Interior_B	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8507928_0013	Boundary	True	True			
LA_T_8507928_0013	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8507928_0013	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8507928_0017	Boundary	True	True			
LA_T_8507928_0017	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8507928_0017	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8507928_0018	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8507928_0018	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8507928_0018	Interior_B	True	True	1759.999999999998	1759.9999999999984	
LA_T_8508372_0000	Boundary	True	True			
LA_T_8508372_0000	Interior_A	True	True	160.00000000000014	160.00000000000003	
LA_T_8508372_0000	Interior_B	True	False	-80.00000000000007	-79.99999999999996	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0003	Boundary	True	True			
LA_T_8508372_0003	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0003	Interior_B	True	False	-80.00000000000007	-80.0000000000004	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0009	Boundary	True	True			
LA_T_8508372_0009	Interior_A	True	False	-160.00000000000193	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0009	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0010	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8508372_0010	Interior_A	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0010	Interior_B	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0011	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8508372_0011	Interior_A	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8508372_0011	Interior_B	True	True	959.9999999999991	960.0000000000014	
LA_T_8509177_0001	Boundary	True	True			
LA_T_8509177_0001	Interior_A	True	True	159.9999999999997	160.00000000000026	
LA_T_8509177_0001	Interior_B	True	False	-80.00000000000051	-79.99999999999996	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0002	Boundary	True	True			
LA_T_8509177_0002	Interior_A	True	False	-80.00000000000051	-79.99999999999996	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0002	Interior_B	True	False	4.440892098500626e-13	-3.3306690738754696e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0010	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8509177_0010	Interior_A	True	False	-80.00000000000007	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0010	Interior_B	True	True	80.00000000000007	80.00000000000063	
LA_T_8509177_0011	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8509177_0011	Interior_A	True	True	80.00000000000007	80.00000000000063	
LA_T_8509177_0011	Interior_B	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0024	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8509177_0024	Interior_A	True	True	479.9999999999969	480.00000000000097	
LA_T_8509177_0024	Interior_B	True	True	879.999999999999	879.9999999999995	
LA_T_8509177_0025	Boundary	True	True			
LA_T_8509177_0025	Interior_A	True	True	879.999999999999	879.9999999999995	
LA_T_8509177_0025	Interior_B	True	True	80.00000000000185	79.99999999999885	
LA_T_8509177_0028	Boundary	True	True			
LA_T_8509177_0028	Interior_A	True	True	640.0000000000006	640.0000000000011	
LA_T_8509177_0028	Interior_B	True	True	79.9999999999983	79.99999999999885	
LA_T_8509177_0029	Boundary	True	True			
LA_T_8509177_0029	Interior_A	True	True	79.9999999999983	79.99999999999885	
LA_T_8509177_0029	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0030	Boundary	True	True			
LA_T_8509177_0030	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0030	Interior_B	True	False	-80.0000000000054	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0031	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8509177_0031	Interior_A	True	False	-80.0000000000054	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0031	Interior_B	True	True	320.0000000000003	320.00000000000085	
LA_T_8509177_0032	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_8509177_0032	Interior_A	True	True	320.0000000000003	320.00000000000085	
LA_T_8509177_0032	Interior_B	True	False	-160.0000000000037	-159.99999999999602	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_8509177_0033	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
