token_id	region	spectral_trajectory_valid	cpps_trajectory_valid	cpps_left_phone_margin_samples	cpps_right_phone_margin_samples	cpps_failure_reason
LA_T_5092438_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0002	Interior_A	True	False	-160.00000000000014	-160.00000000000003	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0002	Interior_B	True	True	80.00000000000007	79.99999999999974	
LA_T_5092438_0003	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0003	Interior_A	True	True	80.00000000000007	79.99999999999974	
LA_T_5092438_0003	Interior_B	True	False	-79.99999999999918	-80.0000000000004	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0004	Boundary	True	True			
LA_T_5092438_0004	Interior_A	True	False	-79.99999999999918	-80.0000000000004	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0004	Interior_B	True	True	79.99999999999918	80.00000000000152	
LA_T_5092438_0005	Boundary	True	True			
LA_T_5092438_0005	Interior_A	True	True	79.99999999999918	80.00000000000152	
LA_T_5092438_0005	Interior_B	True	False	-160.00000000000014	-160.00000000000136	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0007	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0007	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0007	Interior_B	True	False	-1.7763568394002505e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0008	Boundary	True	True			
LA_T_5092438_0008	Interior_A	True	False	-1.7763568394002505e-12	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0008	Interior_B	True	True	960.0000000000009	959.9999999999997	
LA_T_5092438_0012	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0012	Interior_A	True	True	160.00000000000014	160.0000000000007	
LA_T_5092438_0012	Interior_B	True	True	160.00000000000014	160.0000000000007	
LA_T_5092438_0013	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0013	Interior_A	True	True	160.00000000000014	160.0000000000007	
LA_T_5092438_0013	Interior_B	True	False	-80.00000000000185	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0017	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0017	Interior_A	True	False	-80.00000000000185	-79.99999999999774	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0017	Interior_B	True	False	0.0	-2.9976021664879227e-12	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0020	Boundary	True	True			
LA_T_5092438_0020	Interior_A	True	False	-79.9999999999983	-80.0000000000013	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_T_5092438_0020	Interior_B	True	True	320.0000000000003	319.99999999999727	
LA_T_5092438_0021	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_T_5092438_0021	Interior_A	True	True	320.0000000000003	319.99999999999727	
LA_T_5092438_0021	Interior_B	True	True	400.00000000000216	399.99999999999915	
