token_id	region	spectral_trajectory_valid	cpps_trajectory_valid	cpps_left_phone_margin_samples	cpps_right_phone_margin_samples	cpps_failure_reason
LA_E_3677721_0002	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_3677721_0002	Interior_A	True	True	159.9999999999997	159.9999999999998	
LA_E_3677721_0002	Interior_B	True	True	1120.0	1120.0000000000005	
LA_E_3677721_0006	Boundary	True	True			
LA_E_3677721_0006	Interior_A	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0006	Interior_B	True	True	80.00000000000007	79.99999999999885	
LA_E_3677721_0007	Boundary	True	True			
LA_E_3677721_0007	Interior_A	True	True	80.00000000000007	79.99999999999885	
LA_E_3677721_0007	Interior_B	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0008	Boundary	True	True			
LA_E_3677721_0008	Interior_A	True	False	-160.00000000000014	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0008	Interior_B	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0009	Boundary	True	True			
LA_E_3677721_0009	Interior_A	True	False	-80.00000000000185	-79.99999999999952	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0009	Interior_B	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0010	Boundary	True	True			
LA_E_3677721_0010	Interior_A	True	False	0.0	5.551115123125783e-13	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0010	Interior_B	True	True	79.9999999999983	80.00000000000063	
LA_E_3677721_0011	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_3677721_0011	Interior_A	True	True	79.9999999999983	80.00000000000063	
LA_E_3677721_0011	Interior_B	True	True	320.0000000000003	320.00000000000085	
LA_E_3677721_0012	Boundary	True	False			official_v6_boundary_cpps_invalid_or_incomplete_support
LA_E_3677721_0012	Interior_A	True	True	320.0000000000003	320.00000000000085	
LA_E_3677721_0012	Interior_B	True	False	-160.0000000000037	-159.99999999999957	incomplete_strict_phone_support_for_nine_point_cpps_trajectory
LA_E_3677721_0016	Boundary	True	True			
LA_E_3677721_0016	Interior_A	True	True	719.9999999999989	719.9999999999994	
